date,time,input_text
2025-05-19,08:39:00,date:2025-05-19 time:08:39:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:40:00,date:2025-05-19 time:08:40:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:41:00,date:2025-05-19 time:08:41:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:42:00,date:2025-05-19 time:08:42:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:43:00,date:2025-05-19 time:08:43:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:44:00,date:2025-05-19 time:08:44:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:45:00,date:2025-05-19 time:08:45:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:46:00,date:2025-05-19 time:08:46:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:47:00,date:2025-05-19 time:08:47:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:48:00,date:2025-05-19 time:08:48:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:49:00,date:2025-05-19 time:08:49:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:50:00,date:2025-05-19 time:08:50:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:51:00,date:2025-05-19 time:08:51:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:52:00,date:2025-05-19 time:08:52:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:53:00,date:2025-05-19 time:08:53:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:54:00,date:2025-05-19 time:08:54:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:55:00,date:2025-05-19 time:08:55:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:56:00,date:2025-05-19 time:08:56:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:57:00,date:2025-05-19 time:08:57:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:58:00,date:2025-05-19 time:08:58:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,08:59:00,date:2025-05-19 time:08:59:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:00:00,date:2025-05-19 time:09:00:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:01:00,date:2025-05-19 time:09:01:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:02:00,date:2025-05-19 time:09:02:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:03:00,date:2025-05-19 time:09:03:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:04:00,date:2025-05-19 time:09:04:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:05:00,date:2025-05-19 time:09:05:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:06:00,date:2025-05-19 time:09:06:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:07:00,date:2025-05-19 time:09:07:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:08:00,date:2025-05-19 time:09:08:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:09:00,date:2025-05-19 time:09:09:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:10:00,date:2025-05-19 time:09:10:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:11:00,date:2025-05-19 time:09:11:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:12:00,date:2025-05-19 time:09:12:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:13:00,date:2025-05-19 time:09:13:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:14:00,date:2025-05-19 time:09:14:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:15:00,date:2025-05-19 time:09:15:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:16:00,date:2025-05-19 time:09:16:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:17:00,date:2025-05-19 time:09:17:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:18:00,date:2025-05-19 time:09:18:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:19:00,date:2025-05-19 time:09:19:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:20:00,date:2025-05-19 time:09:20:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:21:00,date:2025-05-19 time:09:21:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:22:00,date:2025-05-19 time:09:22:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:23:00,date:2025-05-19 time:09:23:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:24:00,date:2025-05-19 time:09:24:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:25:00,date:2025-05-19 time:09:25:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:26:00,date:2025-05-19 time:09:26:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:27:00,date:2025-05-19 time:09:27:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:28:00,date:2025-05-19 time:09:28:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:29:00,date:2025-05-19 time:09:29:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:30:00,date:2025-05-19 time:09:30:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:31:00,date:2025-05-19 time:09:31:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:32:00,date:2025-05-19 time:09:32:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:33:00,date:2025-05-19 time:09:33:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:34:00,date:2025-05-19 time:09:34:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:35:00,date:2025-05-19 time:09:35:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:36:00,date:2025-05-19 time:09:36:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:37:00,date:2025-05-19 time:09:37:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:38:00,date:2025-05-19 time:09:38:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:39:00,date:2025-05-19 time:09:39:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:40:00,date:2025-05-19 time:09:40:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:41:00,date:2025-05-19 time:09:41:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:42:00,date:2025-05-19 time:09:42:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:43:00,date:2025-05-19 time:09:43:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:44:00,date:2025-05-19 time:09:44:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:45:00,date:2025-05-19 time:09:45:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:46:00,date:2025-05-19 time:09:46:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:47:00,date:2025-05-19 time:09:47:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:48:00,date:2025-05-19 time:09:48:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:49:00,date:2025-05-19 time:09:49:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:50:00,date:2025-05-19 time:09:50:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:51:00,date:2025-05-19 time:09:51:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:52:00,date:2025-05-19 time:09:52:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:53:00,date:2025-05-19 time:09:53:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:54:00,date:2025-05-19 time:09:54:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:55:00,date:2025-05-19 time:09:55:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:56:00,date:2025-05-19 time:09:56:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:57:00,date:2025-05-19 time:09:57:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:58:00,date:2025-05-19 time:09:58:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,09:59:00,date:2025-05-19 time:09:59:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:00:00,date:2025-05-19 time:10:00:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:01:00,date:2025-05-19 time:10:01:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:02:00,date:2025-05-19 time:10:02:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:03:00,date:2025-05-19 time:10:03:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:04:00,date:2025-05-19 time:10:04:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:05:00,date:2025-05-19 time:10:05:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:06:00,date:2025-05-19 time:10:06:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:07:00,date:2025-05-19 time:10:07:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:08:00,date:2025-05-19 time:10:08:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:09:00,date:2025-05-19 time:10:09:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:10:00,date:2025-05-19 time:10:10:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:11:00,date:2025-05-19 time:10:11:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:12:00,date:2025-05-19 time:10:12:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:13:00,date:2025-05-19 time:10:13:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:14:00,date:2025-05-19 time:10:14:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:15:00,date:2025-05-19 time:10:15:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:16:00,date:2025-05-19 time:10:16:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:17:00,date:2025-05-19 time:10:17:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:18:00,date:2025-05-19 time:10:18:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:19:00,date:2025-05-19 time:10:19:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:20:00,date:2025-05-19 time:10:20:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:21:00,date:2025-05-19 time:10:21:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:22:00,date:2025-05-19 time:10:22:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:23:00,date:2025-05-19 time:10:23:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:24:00,date:2025-05-19 time:10:24:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:25:00,date:2025-05-19 time:10:25:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:26:00,date:2025-05-19 time:10:26:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:27:00,date:2025-05-19 time:10:27:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:28:00,date:2025-05-19 time:10:28:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:29:00,date:2025-05-19 time:10:29:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:30:00,date:2025-05-19 time:10:30:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:31:00,date:2025-05-19 time:10:31:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:32:00,date:2025-05-19 time:10:32:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:33:00,date:2025-05-19 time:10:33:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:34:00,date:2025-05-19 time:10:34:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:35:00,date:2025-05-19 time:10:35:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:36:00,date:2025-05-19 time:10:36:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:37:00,date:2025-05-19 time:10:37:00 bpm:101 steps:35 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:38:00,date:2025-05-19 time:10:38:00 bpm:92 steps:58 cal:4 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:39:00,date:2025-05-19 time:10:39:00 bpm:93 steps:86 cal:5 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:40:00,date:2025-05-19 time:10:40:00 bpm:101 steps:113 cal:6 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:41:00,date:2025-05-19 time:10:41:00 bpm:123 steps:116 cal:7 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:42:00,date:2025-05-19 time:10:42:00 bpm:128 steps:32 cal:6 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:43:00,date:2025-05-19 time:10:43:00 bpm:74 steps:5 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:44:00,date:2025-05-19 time:10:44:00 bpm:74 steps:12 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:45:00,date:2025-05-19 time:10:45:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:46:00,date:2025-05-19 time:10:46:00 bpm:89 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:47:00,date:2025-05-19 time:10:47:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:48:00,date:2025-05-19 time:10:48:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:49:00,date:2025-05-19 time:10:49:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:50:00,date:2025-05-19 time:10:50:00 bpm:86 steps:103 cal:6 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:51:00,date:2025-05-19 time:10:51:00 bpm:107 steps:102 cal:6 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:52:00,date:2025-05-19 time:10:52:00 bpm:112 steps:0 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:53:00,date:2025-05-19 time:10:53:00 bpm:87 steps:6 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:54:00,date:2025-05-19 time:10:54:00 bpm:89 steps:110 cal:6 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:55:00,date:2025-05-19 time:10:55:00 bpm:102 steps:65 cal:4 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:56:00,date:2025-05-19 time:10:56:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:57:00,date:2025-05-19 time:10:57:00 bpm:74 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:58:00,date:2025-05-19 time:10:58:00 bpm:76 steps:15 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,10:59:00,date:2025-05-19 time:10:59:00 bpm:79 steps:11 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:00:00,date:2025-05-19 time:11:00:00 bpm:78 steps:30 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:01:00,date:2025-05-19 time:11:01:00 bpm:83 steps:40 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:02:00,date:2025-05-19 time:11:02:00 bpm:86 steps:44 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:03:00,date:2025-05-19 time:11:03:00 bpm:81 steps:9 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:04:00,date:2025-05-19 time:11:04:00 bpm:81 steps:13 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:05:00,date:2025-05-19 time:11:05:00 bpm:75 steps:15 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:06:00,date:2025-05-19 time:11:06:00 bpm:79 steps:40 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:07:00,date:2025-05-19 time:11:07:00 bpm:77 steps:4 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:08:00,date:2025-05-19 time:11:08:00 bpm:78 steps:15 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:09:00,date:2025-05-19 time:11:09:00 bpm:80 steps:32 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:10:00,date:2025-05-19 time:11:10:00 bpm:82 steps:20 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:11:00,date:2025-05-19 time:11:11:00 bpm:84 steps:42 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:12:00,date:2025-05-19 time:11:12:00 bpm:83 steps:17 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:13:00,date:2025-05-19 time:11:13:00 bpm:85 steps:12 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:14:00,date:2025-05-19 time:11:14:00 bpm:79 steps:22 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:15:00,date:2025-05-19 time:11:15:00 bpm:76 steps:7 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:16:00,date:2025-05-19 time:11:16:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:17:00,date:2025-05-19 time:11:17:00 bpm:78 steps:36 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:18:00,date:2025-05-19 time:11:18:00 bpm:79 steps:18 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:19:00,date:2025-05-19 time:11:19:00 bpm:78 steps:7 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:20:00,date:2025-05-19 time:11:20:00 bpm:80 steps:41 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:21:00,date:2025-05-19 time:11:21:00 bpm:81 steps:20 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:22:00,date:2025-05-19 time:11:22:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:23:00,date:2025-05-19 time:11:23:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:24:00,date:2025-05-19 time:11:24:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:25:00,date:2025-05-19 time:11:25:00 bpm:77 steps:9 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:26:00,date:2025-05-19 time:11:26:00 bpm:75 steps:14 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:27:00,date:2025-05-19 time:11:27:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:28:00,date:2025-05-19 time:11:28:00 bpm:72 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:29:00,date:2025-05-19 time:11:29:00 bpm:74 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:30:00,date:2025-05-19 time:11:30:00 bpm:73 steps:0 cal:1 sedentary:1 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:31:00,date:2025-05-19 time:11:31:00 bpm:79 steps:16 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:32:00,date:2025-05-19 time:11:32:00 bpm:79 steps:7 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:33:00,date:2025-05-19 time:11:33:00 bpm:73 steps:9 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:34:00,date:2025-05-19 time:11:34:00 bpm:82 steps:18 cal:2 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
2025-05-19,11:35:00,date:2025-05-19 time:11:35:00 bpm:85 steps:23 cal:3 sedentary:0 asleep:0 eff:0 rem:0 deep:0 wake:0
